epoch,acc,loss,val_acc,val_loss
0,0.34348113832003213,1.7474764521673658,0.40345501066640943,1.7937477504407406
1,0.44850047023685263,1.47192157260751,0.460852616234854,1.4781318723814971
2,0.4966386847335296,1.3602573349207703,0.5098913464478279,1.328574999600159
3,0.5152739559033683,1.3006191999836108,0.5228476021039217,1.310316807938406
4,0.5324811034872305,1.255810431142873,0.5285594993732573,1.2746189940916974
5,0.5432442787986277,1.2248559213904586,0.5179715917203612,1.2615447634367616
6,0.5470758298832843,1.2015510130137865,0.5539147522114685,1.252672298511661
7,0.5596502838831029,1.1755705401210552,0.5044580778518604,1.3596466563426126
8,0.5714235953923581,1.1600547857973666,0.5380328903688332,1.3587466736925378
9,0.574732662231875,1.14662205195069,0.5671496365699937,1.18415754791126
10,0.5798530077717513,1.1316824394307328,0.558094189193761,1.212093684089511
11,0.5867149674359682,1.1167388875231423,0.5709111300263606,1.1578692789922587
12,0.5895363823201715,1.1058192128791984,0.572722219306468,1.1994823663181233
13,0.5863666446103734,1.1064414653979382,0.5856784747570429,1.1305812214511322
14,0.5949005538353689,1.0899260317695034,0.5731401634759377,1.1786760496119373
15,0.5974084781817273,1.0793332539447162,0.584563958130862,1.149229861435725
16,0.5997422411132122,1.0736899892922342,0.5746726237007023,1.1278462969270107
17,0.6011703646960745,1.065151971463786,0.5787127460380324,1.1803175029940394
18,0.6051760771893763,1.0606396764069417,0.5954304946937844,1.0973919451508674
19,0.6068828590379048,1.0547682840691501,0.602674852985049,1.0710580308373325
20,0.6114110557664844,1.046419086476313,0.5778768587868902,1.1550933357082176
21,0.6129088439206942,1.043501216402173,0.6093619521214259,1.0602075723501991
22,0.6142673029405138,1.037310608946678,0.6082474355263842,1.0856694602063686
23,0.6147549548942702,1.0349130404274136,0.5898579117372594,1.132869681597221
24,0.6214427531477659,1.0213673144133597,0.6145165911036203,1.0460030679048917
25,0.6193876484736425,1.0232772717360787,0.6015603357257037,1.0781733963854443
26,0.6236371869453795,1.015980294158605,0.5764837128168097,1.2008437184519873
27,0.6224528893388764,1.0161906991152267,0.6147952207506084,1.06143572118043
28,0.6229405412978233,1.0109700588473431,0.5959877532611786,1.097353288128206
29,0.6263192727060924,1.003341646340454,0.6182780844022152,1.0454185180987268
30,0.6267372600947301,1.002630654416607,0.6219002640647588,1.0227377725361337
31,0.6315789473725734,0.997662603529175,0.6156311078730418,1.050091446399394
32,0.6291755198738934,0.9941675411383848,0.6235720386957517,1.0314704478866512
33,0.6322755930237629,0.9920594600567503,0.5969629549081693,1.1259871399560495
34,0.6355149953017942,0.9865015960565169,0.6255224424775812,1.0346774753306645
35,0.6319621024807276,0.9902992911662521,0.6252438133080612,1.0178769369430345
36,0.6335643874784636,0.9804833450720657,0.6237113529400561,1.0437926358952558
37,0.6359678149729913,0.9758532879378231,0.6220395781699746,1.0551023243566549
38,0.637326273994887,0.9739203642908568,0.6196712306131058,1.0310167302739515
39,0.6383015779044761,0.9707034212958539,0.6349958335894103,1.0297200682822913
40,0.6394858755104602,0.9707216177038516,0.6131234458248308,1.0450583796493562
41,0.6415409801845836,0.9650918180580701,0.5658958051701415,1.1885972845937156
42,0.643212929743286,0.9650945607457956,0.6033714255580134,1.071310365825578
43,0.6424814518095371,0.9560903210081714,0.6173028824251486,1.0790371450074754
44,0.644571388767258,0.960115202749912,0.6248258699876547,1.0190996282398452
45,0.64554669267529,0.9526043478160108,0.6120089292090296,1.0614632587082213
46,0.6454073635455712,0.9544859325928542,0.6184173996305193,1.0475032452146704
47,0.6498658957162984,0.9488723441647522,0.6100585249704915,1.0810118456542135
48,0.649273746910711,0.946075089457242,0.6369462376930116,1.0049594412232117
49,0.6455815249583685,0.9498597968604199,0.6186960285011026,1.0415056816990675
50,0.6473231390863423,0.9446190586450178,0.6227361510418756,1.0362246970286166
51,0.6509805287582016,0.939866339077857,0.6264976448428501,1.0377433262993763
52,0.6565188616810059,0.9316020832755539,0.6220395783671897,1.0466201479722403
53,0.6489254240871924,0.937332233103213,0.6333240586553287,1.0160497940815185
54,0.6524434846225853,0.9394249126137085,0.6386180123966628,0.9915078704832623
55,0.653732279078324,0.9307329582837505,0.63457789000951,1.030345724369603
56,0.6553693963586195,0.9325287889992457,0.623432724144207,1.0355627841006587
57,0.6550907381002198,0.9273853452420168,0.6348565192018654,1.0062530306047237
58,0.654324427880797,0.9261973019723189,0.6341599462427745,1.0040143882758723
59,0.6578773207008255,0.9205087060805269,0.6345778895528013,1.0143751702355737
60,0.6572851719014667,0.924238059854901,0.6359710353609578,1.0072602502688741
61,0.6593054442878402,0.9206244587968844,0.6266369592075595,1.0376968085480396
62,0.6601065867867082,0.9177396958381464,0.6274728467181951,1.0178674316663252
63,0.6618830331993176,0.9119287239703403,0.612008929354346,1.0426562249750795
64,0.6588874568971265,0.9185471397494442,0.6393145852685639,0.9902753644179387
65,0.66156954265213,0.9095920808933808,0.635413777426728,1.0398419814308346
66,0.6609077292876523,0.9157415387701799,0.635692406191438,1.0007214193510274
67,0.6630673308063398,0.9087483888426654,0.6310950257745617,1.0390051702861605
68,0.6667247204719705,0.9065624338701321,0.6376428104486596,0.998238257788211
69,0.6627538402601902,0.9055614009447127,0.6285873634045787,1.0214524549598434
70,0.6659932425413357,0.9025050331347124,0.6376428105233938,1.0023848468245247
71,0.6630324985217042,0.9029398898440737,0.6345778899181683,1.0034250168539283
72,0.6634853181970535,0.9023496596503189,0.6376428102742798,1.006944492710487
73,0.6672123724288412,0.9019155214137138,0.6400111582442624,0.9993399765405272
74,0.67020794872688,0.8899213949911248,0.6388966413191448,1.0206281086466282
75,0.6686056637296632,0.8955613982071634,0.6267762740019903,1.0123626880174388
76,0.6659584102567001,0.9006839740583193,0.6380607542029394,0.9976647992416755
77,0.669371973949605,0.8885360062195011,0.6297018799913165,1.014582484775018
78,0.6846981782757745,0.8492125849800385,0.6540819300926638,0.9491757150380292
79,0.692361280436783,0.8346665332054842,0.6554750758572254,0.943095608275746
80,0.6941377268462783,0.8277050576998467,0.6565895924522671,0.9453846527319054
81,0.6957051795645689,0.8251699641304889,0.6557537049437074,0.9521650717370306
82,0.6941377268473163,0.824455584636896,0.6577041090784481,0.9474540786160113
83,0.6983872653195724,0.8181718694050487,0.6540819300511449,0.9508272604858536
