epoch,acc,loss,val_acc,val_loss
84,0.6992929046681949,0.8151347000042745,0.6567289069747486,0.9479554252762334
85,0.7005468668403361,0.8141084221646872,0.6584006820022479,0.9483340489419889
86,0.6996412274937898,0.808546694714662,0.6553357614281616,0.945002183097828
87,0.7020446549872793,0.8114902898806788,0.6585399964935901,0.947946014032484
88,0.7016614998822394,0.8093750655366658,0.6539426157985367,0.9526789083256363
89,0.7006861959674597,0.8093025832677976,0.6547785030579826,0.9498803945622589
90,0.6997457243383539,0.8090860635460538,0.6540819302379802,0.9539714572192438
91,0.7009300219453761,0.8093679307076728,0.6571468508847247,0.9463021535956784
92,0.7021839841185553,0.8063882581014785,0.653106728331496,0.9536951250005093
93,0.7038907659660458,0.8004740107901986,0.6567289071512042,0.9510125127180116
94,0.7034379462891394,0.8018507324394012,0.6574254799919661,0.9487361674266822
95,0.7054233863965866,0.7989877164737571,0.6578434237462459,0.9487969206540211
96,0.7059110383544954,0.7980666455087619,0.6579827382375882,0.947204659842152
97,0.7042739210710858,0.7983149114150546,0.65895794024787,0.9473263986634989
98,0.707791981610631,0.7963827191047681,0.658679311202907,0.9477634130206138
99,0.7082448012859803,0.7928965535797193,0.6571468508120665,0.9480276192655472
100,0.7088369500874152,0.7967097660836566,0.6585399965351091,0.9484515768151723
101,0.7019749904252747,0.7952277167612676,0.6578434236839675,0.9469703010997796
102,0.7043087533546833,0.8004086435167114,0.6577041090473088,0.9467032491614823
103,0.7062245288975307,0.7960610100063578,0.6564502779297856,0.9469521308043236
104,0.7060851997672928,0.794986564490467,0.6578434236424485,0.9478637929152055
105,0.7066425162861683,0.7962383206315689,0.6586793110472109,0.9476480375851851
106,0.7064335225887353,0.7922668985020982,0.65826136733445,0.9472118974111893
107,0.7065728517231255,0.7992098149786906,0.6590972547807312,0.9479044040469892
108,0.7078964784583094,0.7940644582318863,0.6582613673552095,0.9473649401876294
109,0.7074784910675956,0.7973790842478018,0.6579827382168287,0.9482800663277864
110,0.706921174545606,0.7942828953654387,0.6581220528119684,0.9471265845287224
111,0.7067121808512872,0.7972080340027173,0.6579827382583477,0.9473571660421118
112,0.7053885541140271,0.7967117509147982,0.6590972547807312,0.9478943933410776
113,0.706398690308252,0.7894317899578612,0.6588186256838695,0.9482763152542026
114,0.7091156083499672,0.7926676774407808,0.6584006820022479,0.9474042330116789
115,0.7069908391138392,0.7965943676068652,0.6584006819711086,0.9473792374898012
116,0.7080706398711067,0.7956816394433128,0.6578434236839675,0.9476114228724869
117,0.7060503674826571,0.796799037375459,0.6572861653553075,0.9474990574908219
118,0.7053188895489082,0.7977001095879866,0.6584006818673112,0.9472810465847157
119,0.7087672855222963,0.7926283525959269,0.6585399964832104,0.9480220456147038
120,0.7072346650917555,0.7905366842934171,0.6585399965662483,0.9486561784394631
121,0.7084189626987777,0.7912633995276691,0.6584006819711086,0.9477920967355832
122,0.7060503674816191,0.7993607221507923,0.6585399965558686,0.9475437768284252
123,0.7036121077034938,0.7994570374663228,0.658122052791209,0.9474803941587999
124,0.7087324532376607,0.7902138200651296,0.6586793110368311,0.9481860786221256
125,0.7044132502023618,0.7989155724777016,0.6582613674071082,0.9480179100535866
126,0.707931310742945,0.7914168778048476,0.6585399965143496,0.9481327618355766
127,0.7070256713943225,0.7984026712664384,0.6582613674071082,0.9479820296953555
128,0.7066425162861683,0.796215826499059,0.6584006819814884,0.9477783359377522
129,0.7079661430213522,0.797576588455996,0.657704109119967,0.9482454375944374
130,0.7065031871580065,0.7907746656922039,0.6588186256734898,0.9478576484323897
